1-1-2014 00:00,0.0,,,
1-1-2014 00:05,0.0,,,
1-1-2014 00:10,0.0,,,
1-1-2014 00:15,0.0,,,
1-1-2014 00:20,0.0,,,
1-1-2014 00:25,0.0,,,
1-1-2014 00:30,0.0,,,
1-1-2014 00:35,0.0,,,
1-1-2014 00:40,0.0,,,
1-1-2014 00:45,0.0,,,
1-1-2014 00:50,0.0,,,
1-1-2014 00:55,0.0,,,
1-1-2014 01:00,0.0,,,
1-1-2014 01:05,0.0,,,
1-1-2014 01:10,0.0,,,
1-1-2014 01:15,0.0,,,
1-1-2014 01:20,0.0,,,
1-1-2014 01:25,0.0,,,
1-1-2014 01:30,0.0,,,
1-1-2014 01:35,0.0,,,
1-1-2014 01:40,0.0,,,
1-1-2014 01:45,0.0,,,
1-1-2014 01:50,0.0,,,
1-1-2014 01:55,0.0,,,
1-1-2014 02:00,0.0,,,
1-1-2014 02:05,0.0,,,
1-1-2014 02:10,0.0,,,
1-1-2014 02:15,0.0,,,
1-1-2014 02:20,0.0,,,
1-1-2014 02:25,0.0,,,
1-1-2014 02:30,0.0,,,
1-1-2014 02:35,0.0,,,
1-1-2014 02:40,0.0,,,
1-1-2014 02:45,0.0,,,
1-1-2014 02:50,0.0,,,
1-1-2014 02:55,0.0,,,
1-1-2014 03:00,0.0,,,
1-1-2014 03:05,0.0,,,
1-1-2014 03:10,0.0,,,
1-1-2014 03:15,0.0,,,
1-1-2014 03:20,0.0,,,
1-1-2014 03:25,0.0,,,
1-1-2014 03:30,0.0,,,
1-1-2014 03:35,0.0,,,
1-1-2014 03:40,0.0,,,
1-1-2014 03:45,0.0,,,
1-1-2014 03:50,0.0,,,
1-1-2014 03:55,0.0,,,
1-1-2014 04:00,0.0,,,
1-1-2014 04:05,0.0,,,
1-1-2014 04:10,0.0,,,
1-1-2014 04:15,0.0,,,
1-1-2014 04:20,0.0,,,
1-1-2014 04:25,0.0,,,
1-1-2014 04:30,0.0,,,
1-1-2014 04:35,0.0,,,
1-1-2014 04:40,0.0,,,
1-1-2014 04:45,0.0,,,
1-1-2014 04:50,0.0,,,
1-1-2014 04:55,0.0,,,
1-1-2014 05:00,0.2,,,
1-1-2014 05:05,0.5,,,
1-1-2014 05:10,0.9,,,
1-1-2014 05:15,1.3,,,
1-1-2014 05:20,1.7,,,
1-1-2014 05:25,2.1,,,
1-1-2014 05:30,2.4,,,
1-1-2014 05:35,2.8,,,
1-1-2014 05:40,3.2,,,
1-1-2014 05:45,3.6,,,
1-1-2014 05:50,4.0,,,
1-1-2014 05:55,4.3,,,
1-1-2014 06:00,4.7,,,
1-1-2014 06:05,5.2,,,
1-1-2014 06:10,5.6,,,
1-1-2014 06:15,6.1,,,
1-1-2014 06:20,6.5,,,
1-1-2014 06:25,7.0,,,
1-1-2014 06:30,7.5,,,
1-1-2014 06:35,7.9,,,
